record_id,date,state,district,latitude,longitude,rainfall_3h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_forecast_72h_mm,soil_moisture_pct,soil_depth_cm,slope_angle_deg,elevation_m,ndvi,lithology_risk,land_use,distance_to_road_m,distance_to_stream_m,drainage_density_km_km2,curvature_index,road_cutting_index,seismicity_index,historical_landslides_5yr,crack_report_count,sensor_vibration_mm_s,risk_score,risk_level,landslide_event_next_72h,data_split
NER-004868,2024-04-30,Meghalaya,West Sikkim,25.04377,91.93944,21.1,36.6,218.9,113,41.4,138.1,11.6,1028,0.55,high,settlement,109.7,327.6,1.068,-0.888,0.645,0.772,0,0,3.92,0.348,low,1,train
NER-004869,2024-05-01,Mizoram,Lunglei,23.1818,93.09705,112,405.7,950,680,74.2,132.9,21.2,2169.9,0.766,medium,agriculture,271.2,375.5,1.742,0.468,0.344,1.105,4,2,4.68,0.726,high,1,train
NER-004870,2024-05-02,Nagaland,North Tripura,26.13526,94.57914,79.5,175.6,427.1,200.8,50.7,123.7,34.1,3305.9,0.261,high,barren slope,848,217.3,7.093,-0.643,0.199,1.768,5,0,3.21,0.597,medium,1,train
NER-004871,2024-05-03,Sikkim,Tawang,27.05688,88.88502,25.7,55.3,205.1,130.1,38.8,153,10.7,2576,0.847,low,forest,1431.7,1110.8,5.329,0.583,0.609,0.964,1,2,4.47,0.265,low,0,train
NER-004872,2024-05-04,Tripura,East Siang,23.30695,91.78693,108.3,199.6,903,231.9,64.9,44.7,23.1,1491.4,0.363,medium,settlement,1775.7,9.6,3.763,-0.765,0.331,2.83,2,0,0.91,0.656,medium,1,train
NER-004873,2024-05-05,Arunachal Pradesh,Dima Hasao,27.11474,94.14711,89.8,333.2,950,407.2,67.3,177.9,34.9,3054.4,0.257,high,forest,1414.4,967.7,5.012,0.208,0.384,2.539,3,2,4,0.799,high,0,train
NER-004874,2024-05-06,Assam,Tamenglong,26.24694,92.70951,64.6,160.4,553.3,188.9,49.7,53,32.8,3753.6,0.66,low,agriculture,602.7,1120.1,7.087,-0.145,0.33,4.926,4,0,4.96,0.535,medium,1,train
NER-004875,2024-05-07,Manipur,East Khasi Hills,24.92207,94.32087,12.2,27.8,77.5,135.6,30.4,171.4,20.3,2235.1,0.286,high,barren slope,303.8,1554.9,6.295,0.622,0.413,4.72,0,0,0.72,0.369,low,0,validation
NER-004876,2024-05-08,Meghalaya,Aizawl,25.48495,91.76096,109,351.7,793.8,680,58.2,50.3,35.5,3754.6,0.499,medium,road corridor,1196.9,1284.6,5.556,-0.002,0.649,4.731,5,1,2.62,0.797,high,1,validation
NER-004877,2024-05-09,Mizoram,Kohima,24.03028,92.9865,77.9,117.7,411.7,313.7,45.6,52.4,24.6,528.8,0.595,high,agriculture,330.4,1504.2,3.405,-0.361,0.382,2.694,2,0,3.08,0.51,medium,0,validation
NER-004878,2024-05-10,Nagaland,West Sikkim,25.73943,94.21861,25.5,69.4,294.9,223.5,41.1,164.4,50.6,2617.8,0.641,medium,agriculture,651.3,1472.4,6.432,0.997,0.92,4.75,5,3,3.21,0.522,medium,0,test
NER-004879,2024-05-11,Sikkim,Lunglei,26.96944,89.22837,70,233.4,553.8,412.4,53.3,89.5,6,3930,0.181,low,barren slope,622,1240.1,0.271,0.304,0.456,4.136,3,1,1.36,0.513,medium,0,test
NER-004880,2024-05-12,Tripura,North Tripura,23.50836,90.90022,0.4,16.6,127.9,87.4,27,240.3,21,663.1,0.416,medium,forest,1593.2,1334.9,5.857,0.254,0.279,1.45,1,1,3.03,0.239,low,0,test
NER-004881,2024-05-13,Arunachal Pradesh,Tawang,26.98596,93.37784,8.9,44.2,236.2,87.7,32,49.4,25.2,1651.2,0.262,medium,agriculture,1042.6,1069.8,6.399,0.221,0.895,2.417,3,3,1.76,0.42,low,0,train
NER-004882,2024-05-14,Assam,East Siang,26.20383,93.52234,114.4,162.2,366.6,405.3,38.9,45.2,21.6,3623.1,0.111,low,barren slope,1269.8,734.9,6.852,-0.627,0.755,3.918,0,1,4.89,0.523,medium,1,train
NER-004883,2024-05-15,Manipur,Dima Hasao,24.72404,93.43721,65.1,146.7,369.2,128.5,35,76.2,45.5,2954.5,0.781,medium,forest,758.9,569.8,0.361,-0.5,0.717,1.324,5,2,3.06,0.529,medium,0,train
NER-004884,2024-05-16,Meghalaya,Tamenglong,25.13034,91.33999,43.1,119.3,517.4,321.9,44.8,5,19,2691.9,0.302,high,road corridor,492.7,977.2,4.938,0.926,1,4.271,3,2,2.55,0.605,medium,1,train
NER-004885,2024-05-17,Mizoram,East Khasi Hills,23.2509,93.18506,104.7,184,594.1,133.6,57.5,32,18.5,3098.8,0.485,low,settlement,508.1,862.9,6.883,-0.669,0.435,2.048,3,2,4.8,0.546,medium,0,train
NER-004886,2024-05-18,Nagaland,Aizawl,25.8069,93.96754,1.4,19,59.1,53.8,33.6,44.5,13.1,1574.1,0.614,low,forest,127.4,955.2,7.053,-0.165,0.812,4.846,0,3,4.06,0.311,low,0,train
NER-004887,2024-05-19,Sikkim,Kohima,27.52568,88.56271,19.6,67.4,202.9,143.7,35.4,16.7,8.7,354.6,0.59,high,road corridor,1388.7,216.7,2.849,-0.816,1,4.939,0,1,0.69,0.402,low,0,train
NER-004888,2024-05-20,Tripura,West Sikkim,23.63284,90.78086,55.5,168.5,649.7,384.5,48.3,5,22.9,1106.6,0.4,medium,agriculture,1287.1,973.3,3.478,-0.614,0.488,2.396,2,1,1.96,0.597,medium,0,train
NER-004889,2024-05-21,Arunachal Pradesh,Lunglei,27.61214,94.14207,35,134.8,671.1,379.1,58.1,58.6,16,3109.1,0.403,low,road corridor,173.1,507.3,2.601,0.634,1,5.026,1,3,1.36,0.547,medium,1,train
NER-004890,2024-05-22,Assam,North Tripura,26.59736,93.10075,104,138.9,619.7,351.6,52.5,118,14,2426.2,0.509,high,agriculture,252,1485,2.272,-0.133,0.689,2.801,1,2,2.94,0.58,medium,1,train
NER-004891,2024-05-23,Manipur,Tawang,24.43513,94.27459,75.8,182,494.7,295.3,57.2,204.6,32.7,2674.3,0.67,high,barren slope,887.4,624.6,1.349,-0.191,0.615,2.298,5,0,1.81,0.605,medium,0,train
NER-004892,2024-05-24,Meghalaya,East Siang,25.23288,91.15753,67.5,179.4,470.4,324.3,54.1,139.5,13.4,229.1,0.335,high,barren slope,1451.9,1532.3,2.107,-0.172,0.777,3.305,4,2,3.92,0.548,medium,0,train
NER-004893,2024-05-25,Mizoram,Dima Hasao,23.98079,93.22158,31.6,121,467,187.3,44.6,95.7,43.6,1225.5,0.549,low,agriculture,1373.6,743.4,2.994,0.464,0.038,0.506,4,1,3.76,0.453,medium,0,train
NER-004894,2024-05-26,Nagaland,Tamenglong,26.51209,94.63699,55.9,156.1,338.5,453.3,47.9,73.9,17.8,2706.9,0.104,low,road corridor,45.5,76,5.717,-0.034,0.402,5.254,1,1,4.32,0.475,medium,0,train
NER-004895,2024-05-27,Sikkim,East Khasi Hills,27.14045,87.96571,114.9,420,950,235.1,72.9,186.6,16.1,1376.7,0.647,high,barren slope,1503.5,1509.9,0.943,-0.319,0.327,4.979,4,0,2.63,0.732,high,1,validation
NER-004896,2024-05-28,Tripura,Aizawl,24.28879,91.10751,54.9,77.2,250.3,199.8,45.8,119.9,41.7,923.9,0.101,low,forest,511.8,216.7,0.947,-0.359,0.076,4.864,4,1,1.41,0.499,medium,0,validation
NER-004897,2024-05-29,Arunachal Pradesh,Kohima,27.49837,93.7038,47.6,163.1,502.9,432.9,57.9,200.6,28.3,2108.3,0.512,low,forest,735.4,1335.2,6.846,0.193,0.832,3.708,4,1,4.95,0.516,medium,0,validation
NER-004898,2024-05-30,Assam,West Sikkim,26.68243,92.42847,50.9,72.9,286.2,77.2,43.7,246.4,7.2,1456.4,0.153,medium,barren slope,1249.2,357,4.311,0.01,0.065,3.993,2,0,3.74,0.328,low,0,test
NER-004899,2024-05-31,Manipur,Lunglei,25.26317,94.02083,66.3,259.1,950,470.2,71.5,168,45.2,1044.8,0.528,low,forest,1167.7,1363.3,3.128,-0.666,0.279,5.189,2,2,3.76,0.704,high,1,test
NER-004900,2024-06-01,Meghalaya,North Tripura,25.20645,92.0399,18.4,46.3,240.6,87.6,27,60.5,18.1,343.5,0.211,low,barren slope,826.1,1014.3,6.458,-0.211,0.338,4.187,4,0,2.7,0.369,low,0,test
NER-004901,2024-06-02,Mizoram,Tawang,23.94301,92.64521,66.1,233.7,773.9,242.1,51.2,32.3,28.1,3085.8,0.756,high,road corridor,1729.5,571.5,1.83,0.612,1,1.787,4,3,1.99,0.691,medium,1,train
NER-004902,2024-06-03,Nagaland,East Siang,25.64037,94.13337,2.2,8.1,71.2,78.2,33.3,249.2,36.4,4038.9,0.348,medium,barren slope,754.2,170.1,2.038,-0.36,0.832,4.985,5,3,1.31,0.337,low,0,train
NER-004903,2024-06-04,Sikkim,Dima Hasao,27.06456,89.18534,101.9,196.1,878.9,157.1,67.2,14.3,35.3,2867.4,0.856,low,forest,1458.8,140.8,5.359,-0.092,0.192,0.367,2,2,3.7,0.604,medium,1,train
NER-004904,2024-06-05,Tripura,Tamenglong,24.24556,91.90413,62.3,170.3,569,409.5,45.5,148.7,39.3,3869.9,0.2,medium,settlement,1193.7,1079.6,1.783,-0.817,0.677,1.243,3,2,1.64,0.614,medium,1,train
NER-004905,2024-06-06,Arunachal Pradesh,East Khasi Hills,27.43569,93.24733,64.6,124.8,317.3,270.4,38.9,147.1,20,2030.3,0.281,medium,barren slope,1097.4,1147.6,0.543,0.301,0.359,4.684,4,2,3.51,0.491,medium,0,train
NER-004906,2024-06-07,Assam,Aizawl,26.62486,93.48455,81.7,269.7,950,601.8,68.5,5,20.5,1562.9,0.311,high,barren slope,361.2,642.7,4.885,0.631,0.833,0.478,0,2,4.1,0.783,high,1,train
NER-004907,2024-06-08,Manipur,Kohima,24.6519,94.43406,24.5,75.7,365.9,232.7,48.9,210.8,9.6,320.2,0.375,high,forest,1208.6,361.1,0.592,-0.482,0.644,2.047,3,0,4.83,0.428,low,0,train
NER-004908,2024-06-09,Meghalaya,West Sikkim,25.92587,91.25871,14,29.6,100.5,95.2,30.7,157.8,30.6,470.1,0.434,low,forest,1228.8,1400.4,4.688,-0.946,0.798,2.465,2,2,3.6,0.337,low,0,train
NER-004909,2024-06-10,Mizoram,Lunglei,24.24654,92.32543,93.9,183.7,483.7,180.4,52.5,64,32.6,1168.7,0.103,medium,road corridor,406.5,97,3.561,0.007,0.709,1.49,2,3,4.15,0.636,medium,0,train
NER-004910,2024-06-11,Nagaland,North Tripura,26.28803,93.95835,108.3,264.7,768.9,436.9,60.2,165.8,13.5,3147.9,0.572,high,forest,386.4,903.3,5.784,-0.735,0.361,4.117,1,0,4.67,0.64,medium,0,train
NER-004911,2024-06-12,Sikkim,Tawang,26.98472,88.13992,37.6,139.6,333.2,362,41.4,151.1,34.7,3301.7,0.334,high,forest,877.5,226.6,6.029,-0.365,0.514,2.716,1,2,1.82,0.504,medium,0,train
NER-004912,2024-06-13,Tripura,East Siang,23.73344,90.93998,78,136.7,393.7,181.4,40.3,139,24.2,3092.3,0.613,low,forest,350.8,1514.4,1.409,-0.668,0.44,3.363,4,2,3.46,0.476,medium,1,train
NER-004913,2024-06-14,Arunachal Pradesh,Dima Hasao,27.20105,93.97731,12.2,44.7,259,123.4,39.2,5,32.1,2763.7,0.087,high,barren slope,1450,1052.6,6.275,-0.983,0.432,0.804,3,0,3.81,0.509,medium,1,train
NER-004914,2024-06-15,Assam,Tamenglong,26.40144,92.74332,87.9,243.9,574.8,586.6,45.3,165.8,46.5,3150,0.24,medium,agriculture,446.6,774.1,6.059,0.714,0.96,2.053,5,2,2.82,0.705,high,0,train
NER-004915,2024-06-16,Manipur,East Khasi Hills,25.08104,94.04275,18.9,67.1,269.1,43.4,31,76.5,9.4,1294.1,0.499,medium,road corridor,1544.6,1100.1,4.262,-0.541,0.763,0.426,2,2,2.14,0.311,low,0,validation
NER-004916,2024-06-17,Meghalaya,Aizawl,25.3269,91.63089,109.8,183,477.9,320.5,54.4,45.8,46,3696.8,0.747,medium,road corridor,365,605.6,4.595,-0.98,1,2.627,3,1,2.06,0.637,medium,1,validation
NER-004917,2024-06-18,Mizoram,Kohima,23.88633,93.15202,24.3,112.1,602.2,139,45.5,111.6,5.2,729.6,0.764,medium,agriculture,1648,988.7,5.736,-0.465,0.472,2.841,1,1,0.52,0.37,low,0,validation
NER-004918,2024-06-19,Nagaland,West Sikkim,25.86232,94.00895,61.7,169.7,754.6,506.9,60.9,86,14.1,1232.5,0.479,low,forest,244.4,271.6,0.37,-0.596,0.862,3.797,2,2,3.05,0.584,medium,1,test
NER-004919,2024-06-20,Sikkim,Lunglei,27.22362,89.21804,59.8,254.2,731.5,219.2,67.4,100.2,41.3,3759,0.131,medium,forest,308.1,626.3,1.215,0.29,0.128,2.396,4,2,5.04,0.678,medium,0,test
NER-004920,2024-06-21,Tripura,North Tripura,23.34366,91.52967,40,120.2,338.6,297.7,40.7,183.3,51.5,1456.8,0.491,medium,road corridor,862.8,196.1,1.75,0.567,0.38,0.495,5,2,4.5,0.516,medium,1,test
NER-004921,2024-06-22,Arunachal Pradesh,Tawang,27.75736,93.21866,70.2,247.7,950,498.7,68.7,107.3,42.1,703.4,0.166,low,settlement,217.1,887.3,0.201,-0.943,0.266,3.045,1,1,2.27,0.704,high,1,train
NER-004922,2024-06-23,Assam,East Siang,25.79986,92.87446,70.6,117.7,558.1,339.3,52.3,59.1,51.1,2112.5,0.509,medium,forest,353.6,703.6,5.452,-0.599,0.426,3.836,3,2,2.02,0.615,medium,1,train
NER-004923,2024-06-24,Manipur,Dima Hasao,25.26622,93.34567,84.1,194.8,574,381.6,47.2,141.8,39.8,3298.9,0.635,medium,agriculture,45.7,208.4,3.787,-0.089,0.054,2.383,5,1,3.98,0.583,medium,1,train
NER-004924,2024-06-25,Meghalaya,Tamenglong,25.00622,91.11868,68.3,135.9,662.7,244.5,51.8,73.3,8.1,2504.5,0.125,low,settlement,6.9,457.5,5.879,0.245,0.554,2.352,4,2,2.78,0.469,medium,1,train
NER-004925,2024-06-26,Mizoram,East Khasi Hills,24.14325,92.13507,19.7,37.3,188.9,112.1,29.8,218.6,26.6,3530.5,0.621,medium,settlement,750.9,454.5,3.276,0.742,0.928,0.946,2,1,2.48,0.35,low,0,train
NER-004926,2024-06-27,Nagaland,Aizawl,25.98142,93.8775,4.4,32.2,207,87,36.4,94.1,27.4,3111.3,0.255,high,forest,1209.6,981,1.265,0.776,0.574,0.986,4,0,1.05,0.401,low,0,train
NER-004927,2024-06-28,Sikkim,Kohima,27.63985,88.37864,42.3,130.6,504.5,370.2,43.1,199.1,43.3,3857.6,0.737,low,agriculture,1224.6,1320,4.801,0.955,0.635,5.279,3,2,2.43,0.527,medium,0,train
NER-004928,2024-06-29,Tripura,West Sikkim,24.02837,90.83308,52.9,114.1,551.9,240.5,51.3,84.3,27.2,3416.9,0.71,high,settlement,701.6,1307.6,3.93,0.521,0.627,1.351,1,2,4.77,0.523,medium,0,train
NER-004929,2024-06-30,Arunachal Pradesh,Lunglei,27.95346,93.51664,96.4,143.1,422.7,101.6,51.1,184.6,13.2,945.9,0.611,low,agriculture,1235.5,812.5,6.958,-0.207,0.34,3.767,4,2,3.42,0.432,low,0,train
NER-004930,2024-07-01,Assam,North Tripura,26.61878,92.34294,25.5,99.2,400.9,194.7,47.9,190.3,22.3,2030.6,0.504,medium,road corridor,304.6,308.7,3.533,-0.011,0.578,2.008,2,2,2.08,0.412,low,0,train
NER-004931,2024-07-02,Manipur,Tawang,24.55901,93.51188,105.5,239.6,950,483.6,76.2,37.4,8.2,141.4,0.787,medium,agriculture,892.3,221,4.441,-0.715,0.799,4.48,3,2,2.8,0.663,medium,1,train
NER-004932,2024-07-03,Meghalaya,East Siang,25.82146,91.92964,49.1,164.9,713.9,413.6,66.1,164.4,5.4,3156.9,0.097,high,agriculture,608.2,316.6,7.44,0.438,0.712,3.011,3,3,0.7,0.598,medium,1,train
NER-004933,2024-07-04,Mizoram,Dima Hasao,24.1841,92.805,36.2,151.2,387.1,130.5,49.3,215.1,15.6,3775.1,0.733,high,agriculture,219.7,811,3.082,-0.174,0.588,3.789,4,1,1.25,0.448,low,0,train
NER-004934,2024-07-05,Nagaland,Tamenglong,25.87442,94.15162,73.2,120.5,633.9,352.5,52.9,206.1,15.6,963.4,0.566,low,barren slope,152.9,878,4.891,0.257,0.751,4.212,4,1,0.82,0.471,medium,0,train
NER-004935,2024-07-06,Sikkim,East Khasi Hills,27.62796,88.75095,54.6,222.3,508,139.8,55.5,39.3,38.7,1755.1,0.427,low,agriculture,641.4,219.8,2.501,0.369,0.4,1.24,4,1,4.28,0.585,medium,1,validation
NER-004936,2024-07-07,Tripura,Aizawl,23.80067,91.55543,43.8,133.1,599,186,46.1,177.9,50.8,2819.1,0.55,high,road corridor,110.4,184.2,0.977,-0.017,1,2.586,1,1,5.11,0.591,medium,1,validation
NER-004937,2024-07-08,Arunachal Pradesh,Kohima,27.82413,93.53681,87.2,322.9,724.7,680,61,215.2,40.7,1029.7,0.541,low,settlement,1190.3,1313.4,4.76,-0.748,0.4,2.955,5,0,1.71,0.697,medium,1,validation
NER-004938,2024-07-09,Assam,West Sikkim,26.06777,93.20907,57.7,144.6,354.6,401.3,49.3,196.6,19.2,1974.9,0.094,high,road corridor,101.3,987.2,3.624,-0.067,0.73,4.319,2,3,1.71,0.515,medium,0,test
NER-004939,2024-07-10,Manipur,Lunglei,25.14694,93.78079,49.3,163.8,625.4,286.5,57,27.2,27.9,427.5,0.403,low,barren slope,215.5,9.2,5.225,-0.35,0.648,3.033,3,2,4.92,0.535,medium,0,test
NER-004940,2024-07-11,Meghalaya,North Tripura,25.6912,91.41664,34,122,402.8,287.5,43.2,198.7,26.1,1310.7,0.601,high,road corridor,1304.5,265.9,7.382,0.468,0.841,4.416,3,2,4.51,0.521,medium,0,test
NER-004941,2024-07-12,Mizoram,Tawang,23.26164,92.21251,53,124.7,569.7,354.4,58.4,53.7,23.9,303.7,0.356,medium,forest,792.3,1509,2.13,-0.356,0.581,0.733,0,1,3.87,0.508,medium,0,train
NER-004942,2024-07-13,Nagaland,East Siang,25.6814,93.81427,54.3,178.8,866.6,268.8,61.4,37,12.5,2783.5,0.896,medium,forest,704.3,924.1,3.218,0.879,0.665,2.07,0,2,1.15,0.558,medium,1,train
NER-004943,2024-07-14,Sikkim,Dima Hasao,27.21843,88.93451,17.1,72.6,268.6,208.1,32.5,112.5,35.4,2278.1,0.236,high,agriculture,88.8,1143.7,2.954,0.927,0.555,0.911,3,2,2.18,0.46,medium,1,train
NER-004944,2024-07-15,Tripura,Tamenglong,24.33459,91.54725,106.6,284.9,895.7,166.9,72.4,20.8,23.6,3227.6,0.187,medium,settlement,1604.6,859.4,7.018,0.9,0.146,4.545,3,0,3.39,0.704,high,1,train
NER-004945,2024-07-16,Arunachal Pradesh,East Khasi Hills,27.49008,93.26505,62.2,108,283,201.4,40.5,79,9.7,3129.5,0.595,medium,settlement,384.5,8.9,5.696,0.119,0.455,2.975,4,1,1.01,0.429,low,0,train
NER-004946,2024-07-17,Assam,Aizawl,26.66735,93.32843,37.3,96.7,385.5,148.3,46.3,49.1,25.4,571.4,0.455,medium,settlement,919.6,872,4.597,0.843,0.908,3.834,0,1,2.9,0.506,medium,1,train
NER-004947,2024-07-18,Manipur,Kohima,24.35343,94.0621,77.6,229.6,806.4,222.6,58.1,119,26.2,3172.2,0.863,medium,settlement,457,1160.7,6.167,0.727,0.365,4.612,0,1,4.54,0.579,medium,0,train
NER-004948,2024-07-19,Meghalaya,West Sikkim,25.09493,91.17786,56.8,162,492.2,280.8,48.8,77,7,2340.3,0.806,medium,settlement,1708.1,1111.3,3.009,0.36,0.609,4.821,2,1,4.65,0.442,low,1,train
NER-004949,2024-07-20,Mizoram,Lunglei,24.01454,92.62865,72.6,167.6,711.4,153.6,49,186.9,39.1,658.4,0.264,high,forest,1439.5,728.2,2.074,-0.291,0.299,4.522,5,1,2.48,0.603,medium,1,train
NER-004950,2024-07-21,Nagaland,North Tripura,26.45333,94.1437,73.8,203.8,607.1,446,57.6,91.4,24.7,3926.3,0.38,medium,agriculture,688.3,411.4,5.671,-0.17,0.601,5.219,4,0,2.07,0.645,medium,1,train
NER-004951,2024-07-22,Sikkim,Tawang,27.07768,88.1992,46.2,86.5,385.6,184.4,50.2,142.5,51.6,662.6,0.644,medium,barren slope,227.2,1056.8,1.226,0.68,0.997,4.174,5,2,5.8,0.544,medium,1,train
NER-004952,2024-07-23,Tripura,East Siang,23.26511,91.60437,42.6,134,446.1,215.6,49.6,192.5,40.7,1664.7,0.691,high,road corridor,996.1,114,6.186,0.374,0.356,0.764,4,1,2.86,0.575,medium,0,train
NER-004953,2024-07-24,Arunachal Pradesh,Dima Hasao,27.15797,94.00755,64.7,111.7,529.9,344.9,57.2,67.3,35.5,1862,0.436,low,forest,944.3,1222,4.633,-0.265,0.782,3.321,4,2,4.91,0.567,medium,0,train
NER-004954,2024-07-25,Assam,Tamenglong,26.34898,92.85194,58.6,155.3,439.6,232.4,53,162.8,46.3,66.5,0.755,medium,forest,1720,1211.5,0.877,0.484,0.858,5.183,4,2,1.43,0.566,medium,0,train
NER-004955,2024-07-26,Manipur,East Khasi Hills,24.53789,93.63583,88.4,118.7,478,320,48.3,175.1,38.2,1864.7,0.498,high,barren slope,1393.8,1599.8,1.02,-0.104,0.48,5.04,4,1,2.02,0.581,medium,1,validation
NER-004956,2024-07-27,Meghalaya,Aizawl,25.9731,91.85679,88.5,201.4,583.8,565.4,51.6,167.5,29.8,1013.2,0.777,low,settlement,113.3,1191.5,5.428,-0.707,0.303,0.921,0,1,3.98,0.538,medium,0,validation
NER-004957,2024-07-28,Mizoram,Kohima,23.66744,92.44476,6.1,39.4,167.8,126.6,35.4,187.5,34.8,757.8,0.256,low,road corridor,1160.2,162.4,1.942,0.188,0.752,4.027,3,1,1.88,0.399,low,0,validation
NER-004958,2024-07-29,Nagaland,West Sikkim,25.75214,93.51348,22.2,74.5,342.1,207.8,37.6,5,32.3,3367.3,0.292,high,road corridor,1098.5,151.9,2.624,0.455,1,4.388,3,3,4.79,0.554,medium,0,test
NER-004959,2024-07-30,Sikkim,Lunglei,27.40806,89.08517,108.8,346.6,950,680,62.4,219.2,17.1,2878.4,0.741,medium,road corridor,848,1235.2,0.709,-0.662,0.74,5.418,3,2,1.54,0.703,high,1,test
NER-004960,2024-07-31,Tripura,North Tripura,24.08815,91.56794,49.9,98,230.3,259.3,41.1,69.4,47.7,805.5,0.707,high,barren slope,1753.8,236.8,3.71,0.663,0.751,4.223,5,2,4.58,0.592,medium,0,test
NER-004961,2024-08-01,Arunachal Pradesh,Tawang,27.12038,93.19081,45.9,83,267.8,163.8,30.5,236,23,545.4,0.417,high,forest,1433.6,29.7,1.113,0.097,0.924,0.617,0,1,3.92,0.411,low,0,train
NER-004962,2024-08-02,Assam,East Siang,26.15507,92.92584,95.8,125.5,509.7,83.3,51.2,17.5,11.9,2261.9,0.639,high,settlement,1041.9,1584,4.339,0.78,0.288,3.566,4,0,4.57,0.544,medium,1,train
NER-004963,2024-08-03,Manipur,Dima Hasao,24.29564,93.7523,60.4,126.9,648.3,122.5,47.8,156.6,11,728.2,0.404,medium,road corridor,138.8,372.3,6.466,0.195,0.64,5.143,4,1,3.6,0.507,medium,1,train
NER-004964,2024-08-04,Meghalaya,Tamenglong,25.12708,91.84224,37,144.6,489.1,344.4,45.3,146.9,26.8,1814.6,0.644,low,agriculture,676,1162.8,3.044,-0.396,0.322,3.602,2,2,4.34,0.462,medium,1,train
NER-004965,2024-08-05,Mizoram,East Khasi Hills,23.93088,92.67249,17.9,78.3,305.8,166.8,32.7,128,18.8,1157.1,0.823,high,agriculture,776.2,234.2,5.442,-0.092,0.815,0.997,3,1,4.95,0.401,low,1,train
NER-004966,2024-08-06,Nagaland,Aizawl,26.4507,93.89251,14.7,56.3,263.7,132.9,29.6,36.4,37.3,3702.2,0.726,medium,settlement,713,882.8,1.905,0.255,0.761,1.871,4,3,3.5,0.41,low,0,train
NER-004967,2024-08-07,Sikkim,Kohima,27.94787,88.30293,23.1,83.3,169.5,64.4,38.4,19.5,18.8,1239.7,0.72,medium,settlement,872.8,886.6,5.823,0.262,0.163,4.035,4,0,0.81,0.371,low,0,train
NER-004968,2024-08-08,Tripura,West Sikkim,24.06054,91.62443,34,95,273.8,82.5,42.7,186,37.1,847.9,0.604,high,road corridor,643.3,1049.2,4.024,-0.817,0.492,5.341,5,1,2.78,0.514,medium,1,train
NER-004969,2024-08-09,Arunachal Pradesh,Lunglei,27.75585,93.46164,95.6,293.3,950,184.2,69.8,28.8,9.4,3069.4,0.747,medium,barren slope,444.8,1402.8,6.656,-0.143,0.687,4.364,4,2,0.97,0.67,medium,0,train
NER-004970,2024-08-10,Assam,North Tripura,25.83893,93.09167,2.6,15.6,58,100.8,23.8,5,21.1,384.8,0.236,low,settlement,594.3,1493.3,0.511,-0.191,0.274,0.496,0,0,3.12,0.3,low,0,train
NER-004971,2024-08-11,Manipur,Tawang,25.05794,93.73216,53.4,110.3,272.2,346.6,44.5,13.7,48.8,2525.2,0.288,low,settlement,115.1,835.5,3.712,0.314,0.854,0.255,4,2,3.17,0.589,medium,0,train
NER-004972,2024-08-12,Meghalaya,East Siang,25.2192,91.16834,92.7,251.7,950,369.4,60.5,137,26,2687.8,0.603,medium,settlement,849.1,809.2,5.369,0.787,0.934,1.191,3,2,1.98,0.666,medium,1,train
NER-004973,2024-08-13,Mizoram,Dima Hasao,23.30136,93.04382,65.6,214.8,950,272,76.9,24.5,33.3,2983.3,0.648,high,road corridor,1137.5,95.4,6.355,0.349,1,4.812,3,3,4.71,0.778,high,1,train
NER-004974,2024-08-14,Nagaland,Tamenglong,25.73281,94.34497,45.9,136.3,653.3,156.2,51.2,64.7,15.2,3017,0.597,low,settlement,1478.9,76.9,6.891,0.885,0.635,1.027,4,2,3.91,0.439,low,0,train
NER-004975,2024-08-15,Sikkim,East Khasi Hills,26.87133,88.43326,32.9,71.4,210.6,183,26,233.5,6.4,2859.8,0.217,medium,settlement,148.9,340.4,7.413,0.475,0.508,4.42,0,0,3.68,0.337,low,0,validation
NER-004976,2024-08-16,Tripura,Aizawl,24.10008,91.00561,67.3,95.6,349.2,225.8,34.1,184,48,3577.8,0.818,medium,road corridor,292.1,1500.5,3.464,0.504,0.802,3.478,1,2,3.32,0.549,medium,0,validation
NER-004977,2024-08-17,Arunachal Pradesh,Kohima,27.32883,93.58717,97,186.3,805.3,310.5,69.4,101.7,17.6,1700.6,0.664,high,settlement,188.1,1066.4,0.958,0.325,0.144,5.444,0,2,2.61,0.605,medium,0,validation
NER-004978,2024-08-18,Assam,West Sikkim,26.06484,92.58626,87.3,198.3,439.1,561.5,44.3,159.2,48.2,3477.7,0.152,high,road corridor,1665.3,368.3,6.972,-0.193,1,3.804,5,2,4.63,0.767,high,1,test
NER-004979,2024-08-19,Manipur,Lunglei,24.492,93.56636,92.9,346,950,680,66,84.9,20.7,427.2,0.127,medium,barren slope,286.5,1088.1,4.192,0.601,0.002,1.209,1,0,1.82,0.729,high,1,test
NER-004980,2024-08-20,Meghalaya,North Tripura,25.97271,91.5145,37.7,133.2,603.2,304.9,48.4,80.2,4.2,3163.7,0.082,medium,forest,357,637.6,6.511,-0.51,0.92,1.46,1,2,1.14,0.461,medium,1,test
NER-004981,2024-08-21,Mizoram,Tawang,23.66132,93.31104,15.3,65,172,222.2,35.5,15.9,8,3869.8,0.766,high,forest,1327.1,816.5,3.142,-0.352,0.596,0.98,0,2,1.79,0.334,low,0,train
